ID,slug,name,short_description,long_description,seo_description,base_spirit,category_primary,categories_all,tags,image_url,image_alt,glassware,garnish,technique,difficulty,flavor_strength,flavor_sweetness,flavor_tartness,flavor_bitterness,flavor_aroma,flavor_texture,notes,fun_fact,fun_fact_source,metadata_json,ingredients,instructions,,,,
mw_queens_park_swizzle_001,queens-park-swizzle,Queen's Park Swizzle,"A layered, minty Trinidadian classic swizzled over crushed ice.","The Queen's Park Swizzle is the Trinidadian answer to the Mojito, using aged Demerara rum and copious Angostura bitters. The drink is built in the glass and swizzled with a pronged stick to aerate the mint and chill the mix rapidly, creating a frosted exterior. The result is refreshing but complex, with the dark rum and bitters providing a savory, spicy backbone. It is visually striking, with a gradient from dark bitters to green mint.",Swizzle a Queen's Park Swizzle with Demerara rum,mint,and bitters.,Rum,Swizzle,classic|swizzle|tiki-adjacent|trinidad,demerara-rum|mint|bitters|swizzle|layered,,A Queen's Park Swizzle in a tall glass with a red bitters layer and mint bouquet.,Highball glass,mint bouquet,Swizzle,Moderate,7,4,5,4,8,8,Use crushed ice exclusively; the swizzle technique does not work with cubes.,"Named after the Queen's Park Hotel in Port of Spain, Trinidad, the drink showcases the island's most famous export: Angostura bitters.",Trader Vic archives; Imbibe,{},2 oz Demerara rum|0.5 oz rich simple syrup|0.75 oz fresh lime juice|8-10 mint leaves|4 dashes Angostura bitters,1. Muddle mint and syrup gently in a highball glass. 2. Add lime juice and rum. 3. Fill glass with crushed ice. 4. Swizzle vigorously with a swizzle stick or bar spoon until the glass frosts. 5. Top with more ice. 6. Float Angostura bitters on top. 7. Garnish with a mint bouquet.,,
mw_air_mail_001,air-mail,Air Mail,"A golden, honeyed rum sour lengthened with Champagne.","The Air Mail is essentially a rum-based French 75 that uses honey syrup to bridge the gap between the aged spirit and the dry sparkling wine. The honey adds a floral richness that sugar cannot match, complementing the vanilla notes of the rum and the yeast of the Champagne. Served in a flute or coupe, it is elegant, effervescent, and potent. It represents the intersection of tropical ingredients and European café culture.",Shake an Air Mail with rum,honey,and Champagne for a refined sparkling cocktail.,Rum,Sparkling,classic|sparkling|cuban|honey,rum|champagne|honey|lime|celebratory,,An Air Mail in a flute with a postage stamp garnish (optional) or lime twist.,Champagne flute,lime twist|mint sprig,Shake,Moderate,6,4,5,1,7,5,Ensure the honey syrup is fully dissolved in the shaker before adding ice to prevent seizing.,"The drink first appeared in a Bacardi pamphlet in the 1930s, named to celebrate the then-novel and luxurious airmail service connecting Havana to the US.",Bacardi archives; PunchDrink,{},1.5 oz gold rum|0.75 oz lime juice|0.75 oz honey syrup|2.5 oz Champagne,"1. Add rum, lime juice, and honey syrup to a shaker with ice. 2. Shake well to chill. 3. Strain into a chilled flute. 4. Top with Champagne. 5. Garnish with a lime twist.",,
mw_cable_car_001,cable-car,Cable Car,A modern spiced-rum sour with a cinnamon-sugar rim.,"The Cable Car is a modern classic that reimagines the Sidecar using spiced rum as the base. The vanilla and baking spice notes of the rum pair with orange curacao and lemon, creating a warm, aromatic profile suitable for cooler weather. The cinnamon-sugar rim is integral to the experience, adding texture and reinforcing the spice profile. It is one of the definitive cocktails of the late 90s San Francisco revival.",Shake a Cable Car with spiced rum,orange curacao,and lemon.,Rum,Sour,modern-classic|sour|spiced|san-francisco,spiced-rum|curacao|cinnamon|lemon|modern,,A Cable Car in a coupe with a cinnamon-sugar rim and orange twist.,Coupe,orange twist|cinnamon sugar rim,Shake,Easy,6,5,6,1,7,5,Use a high-quality spiced rum to avoid an overly artificial vanilla flavor.,"Created by Tony Abou-Ganim at the Starlight Room in San Francisco in 1996, the drink was designed to showcase Captain Morgan in a craft context.","Tony Abou-Ganim, The Modern Mixologist; Imbibe",{},1.5 oz spiced rum|0.75 oz orange curacao|1 oz fresh lemon juice|0.5 oz simple syrup|Cinnamon sugar for rim,"1. Rim a chilled coupe with lemon juice and cinnamon sugar. 2. Add spiced rum, curacao, lemon juice, and syrup to a shaker with ice. 3. Shake vigorously. 4. Strain into the prepared glass. 5. Garnish with an orange twist.",,
mw_missionarys_downfall_001,missionarys-downfall,Missionary's Downfall,"A light, minty frozen blend of white rum, peach, and pineapple.","The Missionary's Downfall is a Don the Beachcomber masterpiece that defies the heavy, spicy stereotype of tiki drinks. It blends white rum with peach brandy, honey, pineapple, and a massive amount of fresh mint into a pale green, slushy serve. The flavor is exceptionally cooling and herbaceous, with the peach providing a soft fruit backdrop. It is historically significant for its lightness and use of garden-fresh ingredients in a blended format.",Blend a Missionary's Downfall with rum,peach brandy,and fresh mint.,Rum,Tiki,classic|tiki|frozen|herbal,white-rum|peach-brandy|mint|pineapple|blended,,A Missionary's Downfall in a coupe or snifter with a mint sprig.,Coupe,mint sprig,Blend,Moderate,4,6,4,1,8,8,Blend until the mint is visible only as tiny flecks; do not over-blend into a green puree.,"Donn Beach was notoriously secretive about his recipes, but this drink was so unique for its era (1930s) that it became a legend for its ability to convert non-rum drinkers.",Beachbum Berry; Smuggler's Cove,{},1 oz white rum|0.5 oz peach brandy|1 oz fresh lime juice|0.5 oz honey syrup|2 oz fresh pineapple chunks|12-15 fresh mint leaves,1. Add all ingredients and 1 cup of crushed ice to a blender. 2. Blend on high for 10-15 seconds. 3. Pour into a chilled coupe or snifter. 4. Garnish with a fresh mint sprig.,,
mw_canchanchara_001,canchanchara,Canchánchara,The ancestral Cuban rum sour made with honey and fresh lime.,"The Canchánchara is widely considered the oldest known Cuban cocktail, pre-dating the Daiquiri. It combines aguardiente (or raw rum), honey, and lime, historically served warm in clay cups to soothe colonial fighters, but now served over ice. The honey provides a floral, viscous sweetness that stands up to the raw sugarcane notes of the rum better than simple syrup. It is a rustic, communal drink that forms the backbone of Cuban cantinero history.","Mix a Canchánchara with rum, lime, and honey for a historic Cuban classic.",Rum,Sour,classic|sour|cuban|rustic,rum|honey|lime|cuban|history,,A Canchánchara in a small clay mug or rocks glass with a lime wedge.,Rocks glass,lime wedge,Build,Easy,6,5,6,1,7,6,Dissolve the honey with the lime juice or a splash of warm water before adding ice to prevent it from seizing.,Cuban guerrillas (Mambises) used the drink as a nutritional tonic and painkiller during the 19th-century wars for independence.,Cuban history archives; PunchDrink,{},2 oz white or gold rum|0.75 oz fresh lime juice|0.75 oz honey syrup,1. Add lime juice and honey syrup to a clay mug or rocks glass. 2. Stir vigorously to integrate. 3. Add rum and fill the vessel with crushed ice. 4. Stir aggressively to chill. 5. Garnish with a lime wedge.,,,,
mw_palmetto_001,palmetto,Palmetto,"A stirred, sophisticated Rum Manhattan featuring sweet vermouth.","The Palmetto is to aged rum what the Manhattan is to whiskey: a spirit-forward showcase of barrel aging and herbal complexity. Pairing aged rum with sweet vermouth and orange bitters creates a profile rich in vanilla, dried fruit, and oak spices. It demonstrates rum's versatility as a sipping spirit, moving it out of the tiki mug and into the cocktail glass. It is drier and more elegant than most tropical rum drinks.",Stir a Palmetto with aged rum and sweet vermouth.,Rum,Spirit-Forward,classic|spirit-forward|manhattan-family|dinner,aged-rum|vermouth|bitters|stirred|elegant,,A Palmetto in a coupe with an orange twist.,Coupe,orange twist,Stir,Easy,8,3,1,3,7,7,Use a rum with significant age (5+ years) to stand up to the vermouth; white rum will get lost.,"The drink appears in the *Savoy Cocktail Book* (1930), proving that high-end European bars were treating aged rum with the same respect as whiskey before the tiki boom.",Savoy Cocktail Book,{},2 oz aged rum|1 oz sweet vermouth|2 dashes orange bitters,"1. Add rum, vermouth, and bitters to a mixing glass with ice. 2. Stir until silky and cold. 3. Strain into a chilled coupe. 4. Garnish with an orange twist.",,,,
mw_bushwacker_001,bushwacker,Bushwacker,A decadent frozen chocolate-coconut milkshake fortified with rum.,"The Bushwacker is a rich, frozen dessert cocktail often described as a 'Piña Colada made with chocolate.' It blends dark rum, Kahlúa, dark crème de cacao, and coconut cream into a heavy, milkshake-like consistency. Unlike the fruit-forward Colada, this is pure confectionery indulgence, popularized in the Florida Panhandle. It is heavy, sweet, and potent, masking a significant amount of alcohol behind dairy and chocolate flavors.","Blend a Bushwacker with dark rum, coffee liqueur, and chocolate.",Rum,Dessert,modern-classic|dessert|frozen|chocolate,dark-rum|coffee-liqueur|chocolate|coconut|frozen,,A frozen Bushwacker in a hurricane glass drizzled with chocolate syrup.,Hurricane glass,cherry|chocolate shavings,Blend,Easy,4,8,1,2,6,9,Use plenty of ice to ensure it is thick enough to stand a straw up in; it should not be watery.,"Though invented in St. Thomas, the drink became the signature beverage of Pensacola Beach, Florida, which hosts an annual festival dedicated to it.",Pensacola historical archives; PunchDrink,{},1 oz dark rum|1 oz Kahlúa|1 oz dark crème de cacao|2 oz cream of coconut|1 oz milk or half-and-half,1. Add all ingredients and 1 cup of ice to a blender. 2. Blend on high until smooth and thick. 3. Pour into a hurricane glass (optionally drizzled with chocolate). 4. Garnish with a cherry or chocolate shavings.,,,,
mw_rum_collins_001,rum-collins,Rum Collins,"A refreshing, sparkling lemon highball highlighting white rum.","The Rum Collins swaps the gin of a Tom Collins for white rum, creating a lighter, cleaner highball. The lemon (distinct from the lime of a Mojito) gives it a brighter, zestier acidity that pairs cleanly with the sugarcane spirit. Without mint or bitters to distract, it is a transparent showcase for the quality of the base rum. It is the definition of a simple, crowd-pleasing cooler.","Shake a Rum Collins with white rum, lemon, and soda water.",Rum,Highball,classic|highball|refreshing|sour,white-rum|lemon|soda|collins|summer,,A Rum Collins in a tall glass with a lemon wheel and cherry.,Collins glass,lemon wheel|cherry,Shake,Easy,4,4,5,1,6,4,"Use a column-still Spanish-style white rum (like Bacardi) for a crisp profile, or a pot-still rum for more funk.","The 'Collins' template is agnostic to spirits; early 19th-century manuals encouraged using whatever spirit was at hand, including 'Santa Cruz Rum.'","Wondrich, Imbibe!",{},2 oz white rum|1 oz fresh lemon juice|0.75 oz simple syrup|Soda water to top,"1. Shake rum, lemon juice, and syrup with ice. 2. Strain into a Collins glass filled with fresh ice. 3. Top with soda water. 4. Stir gently. 5. Garnish with a lemon wheel and cherry.",,,,
mw_bermuda_rum_swizzle_001,bermuda-rum-swizzle,Bermuda Rum Swizzle,A tiki-style fruit punch swizzled to frothy perfection.,"The Bermuda Rum Swizzle is a fruit-forward punch that differs from the Queen's Park Swizzle by including fruit juices (orange and pineapple) and Grenadine, making it richer and sweeter. It is the national drink of Bermuda, traditionally made with a blend of Gosling's Black Seal and Gold rums. The swizzle technique aerates the juices, creating a thick, frothy head that captures the aromatics. It is the archetype of the 'resort' cocktail.",Swizzle a Bermuda Rum Swizzle with dark and gold rums and fruit juice.,Rum,Swizzle,classic|swizzle|tiki-adjacent|fruit,dark-rum|gold-rum|pineapple|orange|bermuda,,A Bermuda Rum Swizzle in a wine glass or goblet with a frothy top.,Goblet,orange slice|cherry,Swizzle,Moderate,6,6,5,2,7,7,Bitters are essential here; they cut the fruit sugar and link the flavors to the spice of the rum.,"The Swizzle Inn in Bermuda claims to be the birthplace of the modern version, famously marketing the slogan: 'Swizzle Inn, Swagger Out.'",Swizzle Inn history; Imbibe,{},1.5 oz dark rum|1.5 oz gold rum|2 oz fresh orange juice|2 oz fresh pineapple juice|0.25 oz grenadine|2 dashes Angostura bitters,1. Add all ingredients to a large glass or pitcher. 2. Fill with crushed ice. 3. Swizzle vigorously with a pronged stick until the glass frosts and a foam forms. 4. Garnish with an orange slice and cherry.,,,,
mw_hot_buttered_rum_001,hot-buttered-rum,Hot Buttered Rum,A warming winter classic of rum and spiced butter batter.,"Hot Buttered Rum pairs the caramel notes of aged rum with a rich, spiced butter batter dissolved in hot water. The butter creates a savory, velvety texture that coats the mouth, while cinnamon, nutmeg, and clove amplify the barrel spices of the spirit. Unlike a toddy, which is lean and bright, this is heavy and comforting. It is a colonial American survivor that turns spirits into liquid comfort food.",Mix a Hot Buttered Rum with spiced batter and aged rum.,Rum,Hot,classic|hot|winter|spiced,aged-rum|butter|spices|holiday|warm,,A Hot Buttered Rum in a glass mug with a cinnamon stick.,Irish coffee glass,cinnamon stick,Build,Moderate,5,6,1,1,8,9,Prepare the spiced butter batter in advance for the best flavor integration; adding raw butter directly to rum can be greasy.,"This drink predates the United States, appearing in colonial records where rum was the dominant spirit and caloric, warming drinks were a winter necessity.",Colonial American history; Imbibe,{},2 oz aged rum|1 tbsp spiced butter batter (butter,sugar,cinnamon,nutmeg,clove)|4 oz boiling water,1. Place the spiced butter batter in a pre-warmed mug. 2. Add the rum. 3. Top with boiling water and stir until the batter is fully dissolved and foamy. 4. Garnish with a cinnamon stick.
mw_treacle_001,treacle,Treacle,A modern Rum Old Fashioned layered with unfiltered apple juice.,"The Treacle is a modern classic that modifies a dark rum Old Fashioned with a float of unfiltered apple juice. The apple juice adds a fresh, orchard acidity that lifts the heavy molasses and caramel notes of the rum, while the sugar syrup provides the 'treacle' sweetness. It is a deceptively simple drink that relies on the specific combination of dark rum and fresh apple. It showcases how a small modifier can completely shift a spirit-forward template.","Build a Treacle with dark rum, bitters, and an apple juice float.",Rum,Old-Fashioned,modern-classic|spirit-forward|apple|bradsell,dark-rum|apple|bitters|modern,,A Treacle in a rocks glass with a large cube and apple slice.,Old-fashioned glass,apple slice,Build,Easy,8,4,2,2,7,7,Do not shake; the apple juice must be floated or stirred gently to maintain the Old Fashioned texture.,"Created by Dick Bradsell (inventor of the Espresso Martini) in London in the 1990s, referencing the British term for molasses syrup.",Dick Bradsell archives; PunchDrink,{},2 oz dark rum|0.25 oz rich simple syrup|2 dashes Angostura bitters|0.5 oz fresh unfiltered apple juice,"1. Build rum, syrup, and bitters in a rocks glass over a large ice cube. 2. Stir to chill and dilute. 3. Gently float the apple juice on top. 4. Garnish with an apple slice.",,,,
mw_knickerbocker_001,knickerbocker,Knickerbocker,"A 19th-century raspberry-rum sour with a dry, fruity finish.","The Knickerbocker is a pre-Prohibition classic that dresses up a rum sour with raspberry syrup and orange curaçao. The raspberry adds a distinct red-fruit tartness that is sharper than grenadine, while the curaçao adds a dry citrus complexity. It is often served with crushed ice, bridging the gap between a Daisy and a Cobbler. It is a vibrant, textured drink that highlights the fruitier esters of rum.","Shake a Knickerbocker with rum, raspberry syrup, and curaçao.",Rum,Sour,classic|sour|fruit|historic,rum|raspberry|curacao|lime|19th-century,,A Knickerbocker in a goblet filled with crushed ice and berries.,Goblet,raspberries|lime wheel,Shake,Moderate,6,5,6,1,7,6,Homemade raspberry syrup is preferred; commercial versions can be artificial and cloying.,"The drink appears in Jerry Thomas's 1862 *Bartender's Guide*, making it one of the earliest documented fancy rum cocktails.","Jerry Thomas, 1862; Wondrich, Imbibe!",{},2 oz gold rum|0.5 oz raspberry syrup|0.5 oz orange curaçao|1 oz fresh lime juice,1. Add all ingredients to a shaker with ice. 2. Shake well. 3. Strain into a goblet or rocks glass filled with crushed ice. 4. Garnish with fresh raspberries and a lime wheel.,,,,
mw_yellow_bird_001,yellow-bird,Yellow Bird,A Caribbean icon blending rum with the herbal vanilla of Galliano.,"The Yellow Bird pairs white rum with the distinct vanilla-anise profile of Galliano and the citrus snap of triple sec and lime. It is a bright, sunny highball (or shaken cocktail) that tastes like a sophisticated creamsicle with a herbal edge. Unlike many Caribbean drinks that rely on red syrups, this is defined by its golden hue and aromatic vanilla nose. It is a staple of Jamaican and Caribbean resort bars.","Shake a Yellow Bird with rum, Galliano, and citrus.",Rum,Sour,classic|sour|tropical|caribbean,rum|galliano|triple-sec|lime,,A Yellow Bird in a coupe or highball with a lemon wheel.,Coupe,lemon wheel,Shake,Easy,5,6,5,1,8,5,Use Galliano L'Autentico for the correct herbal complexity; the vanilla-only version makes the drink too flat.,"Often accompanied by the folk song of the same name, the drink became a symbol of Caribbean hospitality in the 1960s and 70s.",Caribbean cocktail history; Difford's Guide,{},1.5 oz white rum|0.5 oz Galliano|0.5 oz triple sec|0.5 oz fresh lime juice,1. Add all ingredients to a shaker with ice. 2. Shake vigorously. 3. Strain into a chilled coupe or over fresh ice in a highball. 4. Garnish with a lemon wheel.,,,,
mw_barracuda_001,barracuda,Barracuda,"A sparkling tiki-style drink combining rum, pineapple, and Galliano.","The Barracuda is an IBA classic that mixes the tropical DNA of rum and pineapple with the elegance of sparkling wine. Galliano adds a vanilla backbone that ties the fruit and wine together. It functions as a tropical spritz, lighter than a Piña Colada but richer than a French 75. It is a rare example of a sparkling drink that feels equally at home in a tiki bar and a disco.","Build a Barracuda with rum, Galliano, pineapple, and Prosecco.",Rum,Sparkling,classic|sparkling|tiki-adjacent|iba,gold-rum|galliano|pineapple|prosecco|party,,A Barracuda in a highball or large flute with a pineapple wedge.,Highball glass,pineapple wedge,Build,Moderate,5,5,4,1,7,5,Ensure the pineapple juice is strained well to avoid clogging the bubbles of the sparkling wine.,"The Barracuda was a popular disco-era drink, enshrined in the IBA official list as a representative of the late 70s tropical revival.",International Bartenders Association; PunchDrink,{},1.5 oz gold rum|0.5 oz Galliano|2 oz pineapple juice|0.25 oz fresh lime juice|Prosecco to top,"1. Shake rum, Galliano, pineapple, and lime with ice. 2. Strain into a highball glass filled with fresh ice. 3. Top with Prosecco. 4. Garnish with a pineapple wedge.",,,,
mw_malibu_bay_breeze_001,malibu-bay-breeze,Malibu Bay Breeze,"A tropical 80s highball blending coconut rum, cranberry, and pineapple.","The Malibu Bay Breeze (often simply called a Bay Breeze when ordered at resorts) modifies the vodka classic by swapping the neutral spirit for coconut rum. This substitution amplifies the tropical profile, bridging the gap between a crisp highball and a fruit punch. The coconut flavor softens the tartness of the cranberry, while the pineapple reinforces the island aesthetic. It is perhaps the most ubiquitous coconut rum drink in existence, defining the flavor of accessible tropical drinking.","Build a Malibu Bay Breeze with coconut rum, cranberry, and pineapple juice.",Coconut Rum,Highball,classic|highball|tropical|80s,coconut-rum|cranberry|pineapple|party|summer,,A Malibu Bay Breeze in a highball glass with a lime wedge.,Highball glass,lime wedge|pineapple slice,Build,Easy,3,6,4,1,8,4,"Adjust the ratio of cranberry to pineapple to control the sweetness; more cranberry yields a drier, tarter drink.","While the vodka Bay Breeze dates to the mid-century, the coconut variation surged in popularity following Malibu's UK launch in 1980 and US debut in 1982.",Malibu brand history; Difford's Guide,{},2 oz coconut rum|2 oz cranberry juice|2 oz pineapple juice,1. Fill a highball glass with ice. 2. Add coconut rum. 3. Top with equal parts cranberry and pineapple juice. 4. Stir gently to combine. 5. Garnish with a lime wedge.,,,,
mw_june_bug_001,june-bug,June Bug,"A neon-green 90s icon mixing coconut rum, melon liqueur, and banana.","The June Bug is the ultimate 'neon drink' of the 1990s, famous for its electric green hue and confectionery sweetness. It combines coconut rum with Midori (melon liqueur) and banana liqueur, balanced by the acidity of sweet-and-sour mix and pineapple. Despite its sugar-heavy specs, a well-made version has a surprisingly complex tropical nose, smelling of ripe melon and suntan oil. It remains a fixture at TGI Fridays and retro-themed bars worldwide.","Shake a June Bug with coconut rum, Midori, and banana liqueur.",Coconut Rum,Sour,modern-classic|sour|tropical|90s,coconut-rum|midori|banana|pineapple|sweet,,A June Bug in a hurricane glass with pineapple and cherry.,Hurricane glass,pineapple wedge|cherry,Shake,Easy,4,8,4,1,9,6,Use fresh lemon/lime and sugar instead of bottled sour mix to drastically improve the quality.,"Created by bartender Booyeong 'Bug' Eye at TGI Fridays in Michigan, it became one of the chain's best-selling cocktails globally, driving the sales of melon liqueur.",TGI Fridays archives; PunchDrink,{},1 oz coconut rum|1 oz Midori melon liqueur|0.5 oz banana liqueur|1 oz fresh lemon juice|1 oz fresh pineapple juice,1. Add all ingredients to a shaker with ice. 2. Shake vigorously to chill. 3. Strain into a hurricane glass filled with fresh ice. 4. Garnish with a pineapple wedge and cherry.,,,,
mw_miami_vice_001,miami-vice,Miami Vice,A frozen duo layering Piña Colada and Strawberry Daiquiri.,"The Miami Vice is a visual spectacle that layers two distinct frozen cocktails: a white Piña Colada and a red Strawberry Daiquiri. The drink is defined by its separation of colors and flavors, which merge as the ice melts. Coconut rum is often used in the Colada portion (or both) to ensure the coconut profile stands up to the strawberry acidity. It is a staple of beach bars, requiring high-volume machinery or patience to execute correctly.",Blend a Miami Vice by layering frozen Piña Colada and Strawberry Daiquiri.,Coconut Rum,Tiki,modern-classic|frozen|tropical|duo,coconut-rum|strawberry|pineapple|coconut|layered,,A Miami Vice in a hurricane glass showing distinct red and white swirls.,Hurricane glass,pineapple wedge,Blend,Moderate,4,7,4,1,7,9,"Pour the two mixtures from opposite sides of the glass simultaneously to create a vertical split, or layer them for horizontal stripes.","Named after the hit 1980s TV show, the drink captured the pastel aesthetic and excess of the era's South Beach culture.",Miami hospitality history; Imbibe,{},"Piña Colada layer: 1 oz coconut rum, 1 oz cream of coconut, 2 oz pineapple juice, 1 cup ice | Daiquiri layer: 1 oz white rum, 1 oz lime juice, 1 oz strawberry puree, 1 cup ice",1. Blend the Piña Colada ingredients and set aside. 2. Blend the Daiquiri ingredients. 3. Pour both mixtures into a hurricane glass to create layers or swirls. 4. Garnish with a pineapple wedge.,,,,
mw_lava_flow_001,lava-flow,Lava Flow,"A Hawaiian resort staple blending coconut rum, banana, and strawberry.","The Lava Flow is a cousin to the Piña Colada that uses a strawberry puree swirl to mimic flowing lava. The base is a blend of coconut rum (or light rum with coconut cream), banana, and pineapple, creating a thick, pale yellow slush. The strawberry mixture is poured first, erupting up the sides when the white blend is added. It is creamier and more banana-forward than the Miami Vice.","Blend a Lava Flow with coconut rum, banana, and strawberry.",Coconut Rum,Tiki,modern-classic|frozen|tropical|hawaii,coconut-rum|banana|strawberry|coconut|visual,,A Lava Flow in a hurricane glass with red strawberry streaks rising through white frost.,Hurricane glass,pineapple wedge|paper umbrella,Blend,Moderate,4,7,3,1,7,9,Muddle the strawberry with a little syrup at the bottom of the glass before pouring the frozen mix to ensure the 'eruption' effect works.,"While often confused with the Miami Vice, the Lava Flow is distinct to Hawaii and emphasizes banana in the base blend.",Hawaii beverage archives; Difford's Guide,{},1.5 oz coconut rum|1 oz light rum|2 oz pineapple juice|1 oz cream of coconut|0.5 banana|2 oz strawberry puree,"1. Pour strawberry puree into the bottom of a hurricane glass. 2. Blend rums, pineapple, coconut, banana, and ice until smooth. 3. Pour the blended mix slowly into the glass; the strawberry will rise up the sides. 4. Garnish with a pineapple wedge.",,,,
mw_shark_bite_001,shark-bite,Shark Bite,A visual novelty cocktail with a 'blood in the water' grenadine float.,"The Shark Bite is a theatrically presented cocktail that mixes coconut rum, light rum, blue curaçao, and sour mix to create a teal-blue ocean color. The defining technique is the application of grenadine (sometimes mixed with cherry liqueur) dripped onto the surface or via a plastic shark garnish, creating red streaks that resemble blood. Despite the gimmick, the underlying drink is a functional, sweet-tart tropical sour.","Build a Shark Bite with coconut rum, blue curaçao, and a grenadine drip.",Coconut Rum,Sour,modern-classic|novelty|visual|party,coconut-rum|blue-curacao|grenadine|halloween,,A bright blue Shark Bite with red grenadine streaks sinking from the top.,Rocks glass,gummy shark|cherry,Build,Easy,4,6,5,1,6,5,"For the full effect, mix the grenadine with a little water so it sinks and disperses more dramatically.","Popularized at beach theme bars like Joe's Crab Shack in the 90s, the drink relies on the specific density difference between the syrup and the wash.",Theme restaurant history; PunchDrink,{},1.5 oz coconut rum|0.5 oz blue curaçao|2 oz sour mix (lemon/lime/sugar)|0.25 oz grenadine,"1. Fill a rocks glass with ice. 2. Add coconut rum, blue curaçao, and sour mix. 3. Stir to combine (drink should be blue). 4. Slowly drip grenadine onto the surface to create streaks. 5. Garnish with a gummy shark.",,,,
mw_scooby_snack_001,scooby-snack,Scooby Snack,"A creamy, melon-coconut shooter popularized in 90s club culture.","The Scooby Snack is a dessert-style drink, often served as a shooter, blending coconut rum, Midori, pineapple juice, and milk or cream. It tastes remarkably like a tropical fruit chew or sherbet. The coconut rum provides the sweet backbone that bridges the melon and dairy. While originating as a party shot, it is frequently ordered as a full cocktail on the rocks due to its palatable, milkshake-like profile.","Shake a Scooby Snack with coconut rum, Midori, and cream.",Coconut Rum,Dessert,modern-classic|dessert|creamy|90s,coconut-rum|midori|pineapple|cream|shot,,A Scooby Snack in a rocks glass with a frothy green foam.,Old-fashioned glass,whipped cream,Shake,Easy,3,8,2,1,7,8,Shake extremely hard to froth the cream and pineapple juice together.,"The drink's name is a reference to the cartoon *Scooby-Doo*, aligning with the 1990s trend of naming sweet drinks after pop culture nostalgia.",90s nightlife archives; Difford's Guide,{},1 oz coconut rum|1 oz Midori melon liqueur|1 oz pineapple juice|0.5 oz heavy cream,1. Add all ingredients to a shaker with ice. 2. Shake vigorously. 3. Strain into a rocks glass filled with ice (or divide into shot glasses). 4. Top with whipped cream if desired.,,,,
mw_coconut_mojito_001,coconut-mojito,Coconut Mojito,A creamy riff on the Cuban classic using coconut rum and mint.,"The Coconut Mojito (or Cojito) modifies the standard Mojito by splitting the base between white rum and coconut rum (or using coconut rum entirely) and often adding a splash of coconut cream. The mint's freshness cuts through the coconut's richness, preventing the drink from becoming heavy. It offers a profile similar to a sparkling Piña Colada but with the herbal lift of a highball.","Muddle a Coconut Mojito with coconut rum, mint, and lime.",Coconut Rum,Highball,modern-classic|highball|tropical|mint,coconut-rum|mint|lime|coconut|summer,,A Coconut Mojito in a highball glass with mint and cloudy white liquid.,Highball glass,mint sprig|lime wheel,Build,Easy,4,6,4,1,7,6,Clap the mint before adding to release oils; adding a splash of coconut water can lighten the texture.,"This variation became a staple in South Florida and Caribbean resorts in the 2000s, bridging the gap between the refreshing Mojito and the rich Colada.",Miami cocktail trends; Imbibe,{},1.5 oz coconut rum|0.5 oz white rum|0.75 oz fresh lime juice|0.5 oz cream of coconut|8-10 mint leaves|Soda water,"1. Muddle mint and lime juice in a highball glass. 2. Add coconut rum, white rum, and cream of coconut. 3. Fill with ice. 4. Top with soda water. 5. Stir well to lift the mint. 6. Garnish with a mint sprig.",,,,
mw_goombay_smash_001,goombay-smash,Goombay Smash,"The national drink of the Bahamas, blending coconut rum with apricot and pineapple.","The Goombay Smash is a potent Bahamian punch that combines coconut rum, dark rum, apricot brandy, and pineapple juice. It differs from the Bahama Mama by the distinct inclusion of apricot, which adds a stone-fruit dryness to the tropical mix. The coconut rum acts as the sweet anchor. It is traditionally shaken and served tall, often with a float of dark rum. It captures the 'junkanoo' spirit of island festivities.","Shake a Goombay Smash with coconut rum, apricot brandy, and pineapple.",Coconut Rum,Tiki,classic|tiki|tropical|bahamas,coconut-rum|dark-rum|apricot|pineapple|punch,,A Goombay Smash in a tall glass with an orange slice and cherry.,Highball glass,orange slice|cherry,Shake,Moderate,6,6,4,1,7,6,Goombay is the indigenous music of the Bahamas; the drink's recipe varies by bar but coconut rum and apricot are the non-negotiables.,"Created by Emily Cooper at Miss Emily’s Blue Bee Bar on Green Turtle Cay in the 1960s, the original recipe is a closely guarded family secret.",Bahamas Ministry of Tourism; Atlas Obscura,{},1 oz coconut rum|1 oz dark rum|0.5 oz apricot brandy|2 oz pineapple juice|1 oz orange juice,1. Add all ingredients to a shaker with ice. 2. Shake well. 3. Strain into a highball glass filled with fresh ice. 4. Garnish with an orange slice and cherry.,,,,
